iteration,exp4,exp5,exp6,exp7,exp8,exp9,exp10
7441,0.103403145,0.077755455,0.057227503,0.044267767,0.034051463,0.02532281,0.020650467
7442,0.103402742,0.077754615,0.057226664,0.044266984,0.034050818,0.025322286,0.02065003
7443,0.103402258,0.077753676,0.057225825,0.044266202,0.034050173,0.025321761,0.020649594
7444,0.103401722,0.077752827,0.057224987,0.04426542,0.034049528,0.025321237,0.020649157
7445,0.103401136,0.077751889,0.057224148,0.044264638,0.034048883,0.025320713,0.020648721
7446,0.10340081,0.077751021,0.057223326,0.044263856,0.034048238,0.025320188,0.020648284
7447,0.103400405,0.077750226,0.057222541,0.044263074,0.034047593,0.025319664,0.020647848
7448,0.103399932,0.077749375,0.057221719,0.044262292,0.034046948,0.02531914,0.020647411
7449,0.103399646,0.077748436,0.05722088,0.044261509,0.034046303,0.025318616,0.020646975
7450,0.103400248,0.077747858,0.057220058,0.044260727,0.034045658,0.025318092,0.020646538
7451,0.103399696,0.077746986,0.057219219,0.044259945,0.034045013,0.025317568,0.020646102
7452,0.103399105,0.077746183,0.05721838,0.044259163,0.034044368,0.025317043,0.020645666
7453,0.103399036,0.0777453,0.057217558,0.044258381,0.034043723,0.025316519,0.020645229
7454,0.103399019,0.077744617,0.057216834,0.044257599,0.034043078,0.025315995,0.020644793
7455,0.103398669,0.077743807,0.057216012,0.044256817,0.034042433,0.025315471,0.020644357
7456,0.103398144,0.077742917,0.057215173,0.044256035,0.034041788,0.025314947,0.020643921
7457,0.103397618,0.077742076,0.057214415,0.044255253,0.034041144,0.025314423,0.020643484
7458,0.103397161,0.077741173,0.057213577,0.044254472,0.034040499,0.025313899,0.020643048
7459,0.103396509,0.077740252,0.057212738,0.04425369,0.034039854,0.025313375,0.020642612
7460,0.103396088,0.077739314,0.057211899,0.044252908,0.03403921,0.025312851,0.020642176
7461,0.10339586,0.077738514,0.057211077,0.044252126,0.034038565,0.025312327,0.02064174
7462,0.103395248,0.077737593,0.057210238,0.044251344,0.03403792,0.025311804,0.020641303
7463,0.103394828,0.077736672,0.0572094,0.044250562,0.034037276,0.02531128,0.020640867
7464,0.10339451,0.077735863,0.057208578,0.044249781,0.034036631,0.025310756,0.020640431
7465,0.103394216,0.077734997,0.057207802,0.044248999,0.034035986,0.025310232,0.020639995
7466,0.103394114,0.077734239,0.057207072,0.044248217,0.034035342,0.025309708,0.020639559
7467,0.103394004,0.077733372,0.05720632,0.044247435,0.034034697,0.025309185,0.020639123
7468,0.103393704,0.077732471,0.057205482,0.044246654,0.034034053,0.025308661,0.020638687
7469,0.103393108,0.077731549,0.057204643,0.044245872,0.034033408,0.025308137,0.020638251
7470,0.103392795,0.077730686,0.057203822,0.04424509,0.034032764,0.025307613,0.020637815
7471,0.103392664,0.077729958,0.057202983,0.044244309,0.034032119,0.02530709,0.020637379
7472,0.103391982,0.077729085,0.057202199,0.044243527,0.034031475,0.025306566,0.020636943
7473,0.10339151,0.077728197,0.057201377,0.044242746,0.034030831,0.025306042,0.020636507
7474,0.103391078,0.077727259,0.057200593,0.044241964,0.034030186,0.025305519,0.020636071
7475,0.103390886,0.077726484,0.057199836,0.044241183,0.034029542,0.025304995,0.020635635
7476,0.103390279,0.077725601,0.057199014,0.044240401,0.034028898,0.025304472,0.0206352
7477,0.103389966,0.077724829,0.057198318,0.04423962,0.034028253,0.025303948,0.020634764
7478,0.10338953,0.077723957,0.05719748,0.044238838,0.034027609,0.025303425,0.020634328
7479,0.103389012,0.077723094,0.057196641,0.044238057,0.034026965,0.025302901,0.020633892
7480,0.103388642,0.077722305,0.057195951,0.044237437,0.034026321,0.025302378,0.020633456
7481,0.103388434,0.077721531,0.057195249,0.044236655,0.034025677,0.025301854,0.020633021
7482,0.103387974,0.077720641,0.057194411,0.044235874,0.034025033,0.025301331,0.020632585
7483,0.103387525,0.077719865,0.05719359,0.044235093,0.034024388,0.025300808,0.020632149
7484,0.103387017,0.077719003,0.057192769,0.044234312,0.034023744,0.025300284,0.020631714
7485,0.103387179,0.077718301,0.057191985,0.044233531,0.0340231,0.025299761,0.020631278
7486,0.103386796,0.077717516,0.05719121,0.044232749,0.034022456,0.025299238,0.020630842
7487,0.10338659,0.077716766,0.057190435,0.044231968,0.034021812,0.025298715,0.020630407
7488,0.103386263,0.077715932,0.057189597,0.044231187,0.034021168,0.025298191,0.020629971
7489,0.10338598,0.077715077,0.057188776,0.044230406,0.034020524,0.025297668,0.020629535
7490,0.103386076,0.077714195,0.057187938,0.044229625,0.034019881,0.025297145,0.0206291
7491,0.103385549,0.077713344,0.0571871,0.044228844,0.034019237,0.025296622,0.020628664
7492,0.103385321,0.077712642,0.057186316,0.044228063,0.034018593,0.025296099,0.020628229
7493,0.103385065,0.077711841,0.057185597,0.044227282,0.034017949,0.025295576,0.020627793
7494,0.103384775,0.077710966,0.057184822,0.044226501,0.034017305,0.025295052,0.020627358
7495,0.103384492,0.077710178,0.057184001,0.04422572,0.034016661,0.025294529,0.020626922
7496,0.103384216,0.07770938,0.057183163,0.044224939,0.034016017,0.025294006,0.020626487
7497,0.103383934,0.07770858,0.05718238,0.044224158,0.034015374,0.025293483,0.020626051
7498,0.103383551,0.077707804,0.057181559,0.044223377,0.03401473,0.02529296,0.020625616
7499,0.103383095,0.077706985,0.057180721,0.044222596,0.034014086,0.025292437,0.020625181
7500,0.103382692,0.07770612,0.057179884,0.044221816,0.034013443,0.025291914,0.020624745
7501,0.10338244,0.077705365,0.057179046,0.044221035,0.034012799,0.025291391,0.02062431
7502,0.1033822,0.077704582,0.057178225,0.044220254,0.034012155,0.025290868,0.020623875
7503,0.103381808,0.077703713,0.057177387,0.044219473,0.034011512,0.025290345,0.020623439
7504,0.103381194,0.077702824,0.05717655,0.044218692,0.034010868,0.025289823,0.020623004
7505,0.103381111,0.077702074,0.057175766,0.044217912,0.034010225,0.0252893,0.020622569
7506,0.103380645,0.077701136,0.057174929,0.044217131,0.034009581,0.025288777,0.020622133
7507,0.103380797,0.077700503,0.057174145,0.04421635,0.034008937,0.025288254,0.020621698
7508,0.103380292,0.077699712,0.057173308,0.04421557,0.034008294,0.025287731,0.020621263
7509,0.103379936,0.077698901,0.057172487,0.044214789,0.03400765,0.025287208,0.020620828
7510,0.10337988,0.077698222,0.057171877,0.044214009,0.034007007,0.025286686,0.020620393
7511,0.103379303,0.077697301,0.057171039,0.044213228,0.034006364,0.025286163,0.020619957
7512,0.103378933,0.077696364,0.057170201,0.044212447,0.03400572,0.02528564,0.020619522
7513,0.103378464,0.077695529,0.057169364,0.044211667,0.034005077,0.025285118,0.020619087
7514,0.103378104,0.077694769,0.057168526,0.044210886,0.034004433,0.025284595,0.020618652
7515,0.103377654,0.077693971,0.057167752,0.044210106,0.03400379,0.025284072,0.020618217
7516,0.103377438,0.077693163,0.057166931,0.044209326,0.034003147,0.02528355,0.020617782
7517,0.103376891,0.077692243,0.057166094,0.044208545,0.034002504,0.025283027,0.020617347
7518,0.10337646,0.077691369,0.057165273,0.044207765,0.03400186,0.025282505,0.020616912
7519,0.103375908,0.077690621,0.057164436,0.044206984,0.034001217,0.025281982,0.020616477
7520,0.103375435,0.077689721,0.057163598,0.044206204,0.034000574,0.02528146,0.020616042
7521,0.103375491,0.077689273,0.057162972,0.044205424,0.033999931,0.025280937,0.020615607
7522,0.103375076,0.077688542,0.057162135,0.044204644,0.033999288,0.025280415,0.020615172
7523,0.103374919,0.07768783,0.057161443,0.044203863,0.033998645,0.025279892,0.020614737
7524,0.103374257,0.077686941,0.05716066,0.044203083,0.033998002,0.02527937,0.020614302
7525,0.10337391,0.077686059,0.05715984,0.044202303,0.033997359,0.025278848,0.020613868
7526,0.103373551,0.077685397,0.057159002,0.044201523,0.033996715,0.025278325,0.020613433
7527,0.103373073,0.077684477,0.057158165,0.044200743,0.033996072,0.025277803,0.020612998
7528,0.103372649,0.077683656,0.057157382,0.044199962,0.033995429,0.025277281,0.020612563
7529,0.103372031,0.077682785,0.057156545,0.044199182,0.033994786,0.025276758,0.020612128
7530,0.103371916,0.077681973,0.057155724,0.044198402,0.033994144,0.025276236,0.020611693
7531,0.10337138,0.077681086,0.057154887,0.044197622,0.033993501,0.025275714,0.020611259
7532,0.103370818,0.077680286,0.05715405,0.044196842,0.033992858,0.025275191,0.020610824
7533,0.103370256,0.077679446,0.057153304,0.044196062,0.033992215,0.025274669,0.020610389
7534,0.103369714,0.0776787,0.057152547,0.044195282,0.033991572,0.025274147,0.020609955
7535,0.103369292,0.077677836,0.057151727,0.044194502,0.033990929,0.025273625,0.02060952
7536,0.103369225,0.077677092,0.057150971,0.044193722,0.033990286,0.025273103,0.020609085
7537,0.103368792,0.077676282,0.057150188,0.044192942,0.033989643,0.02527258,0.02060865
7538,0.103368297,0.077675476,0.057149507,0.044192162,0.033989001,0.025272058,0.020608216
7539,0.103368207,0.077674806,0.057148778,0.044191382,0.033988358,0.025271536,0.020607781
7540,0.103368733,0.077674145,0.057148181,0.044190602,0.033987715,0.025271014,0.020607347
7541,0.103368443,0.077673276,0.057147361,0.044189823,0.033987072,0.025270492,0.020606912
7542,0.10336799,0.077672437,0.057146578,0.044189043,0.03398643,0.02526997,0.020606477
7543,0.103367731,0.077671653,0.057145864,0.044188263,0.033985787,0.025269448,0.020606043
7544,0.103367442,0.077670785,0.057145026,0.044187483,0.033985144,0.025268926,0.020605608
7545,0.103367181,0.077669885,0.057144189,0.044186703,0.033984502,0.025268404,0.020605174
7546,0.103367124,0.077669133,0.057143369,0.044185923,0.033983859,0.025267882,0.020604739
7547,0.103366634,0.077668233,0.057142532,0.044185144,0.033983216,0.02526736,0.020604305
7548,0.10336638,0.077667295,0.057141695,0.044184364,0.033982574,0.025266838,0.02060387
7549,0.10336586,0.077666469,0.057140875,0.044183584,0.033981931,0.025266316,0.020603436
7550,0.103365269,0.077665567,0.057140038,0.044182804,0.033981289,0.025265795,0.020603002
7551,0.103364887,0.077664745,0.057139201,0.044182025,0.033980646,0.025265273,0.020602567
7552,0.103364545,0.077664152,0.057138426,0.044181245,0.033980004,0.025264751,0.020602133
7553,0.103364119,0.077663298,0.057137606,0.044180466,0.033979361,0.025264229,0.020601698
7554,0.103363763,0.077662451,0.057136786,0.044179686,0.033978719,0.025263707,0.020601264
7555,0.103363261,0.077661531,0.057136031,0.044178906,0.033978077,0.025263186,0.02060083
7556,0.10336262,0.077660641,0.057135194,0.044178127,0.033977434,0.025262664,0.020600396
7557,0.103361991,0.077659721,0.057134357,0.044177347,0.033976792,0.025262142,0.020599961
7558,0.103361915,0.077659019,0.057133668,0.044176568,0.03397615,0.025261621,0.020599527
7559,0.103361347,0.077658099,0.057132832,0.044175789,0.033975507,0.025261099,0.020599093
7560,0.103360919,0.077657161,0.057131995,0.044175009,0.033974865,0.025260578,0.020598659
7561,0.103360758,0.077656359,0.057131158,0.04417423,0.033974223,0.025260056,0.020598225
7562,0.103360521,0.077655512,0.057130338,0.044173451,0.033973581,0.025259535,0.02059779
7563,0.103360184,0.077654682,0.057129502,0.044172671,0.033972939,0.025259013,0.020597356
7564,0.103359767,0.077653783,0.057128665,0.044171892,0.033972297,0.025258492,0.020596922
7565,0.103359552,0.077652845,0.057127828,0.044171113,0.033971655,0.02525797,0.020596488
7566,0.103359003,0.077651925,0.057126991,0.044170334,0.033971012,0.025257449,0.020596054
7567,0.103358521,0.077651271,0.057126209,0.044169554,0.03397037,0.025256927,0.02059562
7568,0.103358059,0.077650447,0.057125373,0.044168775,0.033969728,0.025256406,0.020595186
7569,0.103357547,0.077649527,0.057124536,0.044167996,0.033969086,0.025255885,0.020594752
7570,0.10335709,0.077648706,0.057123699,0.044167217,0.033968445,0.025255363,0.020594318
7571,0.103356649,0.077647853,0.057122925,0.044166438,0.033967803,0.025254842,0.020593884
7572,0.103356368,0.077647017,0.057122106,0.044165659,0.033967161,0.025254321,0.02059345
7573,0.103355864,0.077646097,0.057121269,0.04416488,0.033966519,0.025253799,0.020593016
7574,0.103355359,0.077645177,0.057120433,0.044164101,0.033965877,0.025253278,0.020592582
7575,0.103355283,0.07764433,0.057119613,0.044163322,0.033965235,0.025252757,0.020592149
7576,0.103354961,0.07764341,0.057118794,0.044162543,0.033964593,0.025252236,0.020591715
7577,0.103354709,0.077642565,0.057118048,0.044161764,0.033963952,0.025251714,0.020591281
7578,0.103354353,0.0776418,0.057117293,0.044160985,0.03396331,0.025251193,0.020590847
7579,0.103353915,0.077640901,0.057116457,0.044160206,0.033962668,0.025250672,0.020590413
7580,0.103353377,0.077640033,0.057115748,0.044159427,0.033962026,0.025250151,0.020589979
7581,0.103353215,0.077639508,0.057115124,0.044158648,0.033961384,0.02524963,0.020589546
7582,0.103352926,0.077638642,0.057114375,0.044157869,0.033960743,0.025249109,0.020589112
7583,0.10335274,0.077637819,0.057113539,0.04415709,0.033960101,0.025248588,0.020588678
7584,0.103352289,0.07763698,0.057112703,0.044156312,0.033959459,0.025248067,0.020588244
7585,0.103351867,0.077636147,0.057111954,0.044155533,0.033958818,0.025247546,0.020587811
7586,0.103351532,0.077635453,0.057111118,0.044154754,0.033958176,0.025247025,0.020587377
7587,0.10335099,0.077634699,0.057110363,0.044153975,0.033957535,0.025246504,0.020586943
7588,0.103350335,0.077633779,0.057109527,0.044153197,0.033956893,0.025245983,0.02058651
7589,0.103349838,0.077633104,0.057108707,0.044152418,0.033956251,0.025245462,0.020586076
7590,0.103349458,0.077632255,0.057107934,0.044151639,0.03395561,0.025244941,0.020585642
7591,0.103348989,0.077631461,0.057107098,0.044150861,0.033954968,0.02524442,0.020585209
7592,0.103348751,0.07763058,0.057106279,0.044150082,0.033954327,0.025243899,0.020584775
7593,0.103348276,0.077629885,0.057105443,0.044149303,0.033953686,0.025243378,0.020584342
7594,0.103348193,0.077629038,0.057104624,0.044148525,0.033953044,0.025242857,0.020583908
7595,0.10334798,0.077628229,0.057103842,0.044147746,0.033952403,0.025242337,0.020583475
7596,0.103347528,0.077627309,0.057103006,0.044147108,0.033951761,0.025241816,0.020583041
7597,0.103347171,0.077626528,0.057102225,0.044146329,0.03395112,0.025241295,0.020582608
7598,0.103346683,0.077625878,0.057101389,0.044145551,0.033950479,0.025240774,0.020582174
7599,0.103346181,0.077625043,0.057100634,0.044144772,0.033949838,0.025240254,0.020581741
7600,0.103345983,0.077624419,0.057100045,0.044144155,0.033949196,0.025239733,0.020581307
7601,0.103345827,0.077623482,0.057099209,0.044143377,0.033948555,0.025239213,0.020580874
7602,0.103345278,0.077622595,0.057098373,0.044142598,0.033947914,0.025238692,0.020580441
7603,0.103344715,0.077621824,0.057097537,0.04414182,0.033947273,0.025238171,0.020580008
7604,0.103344232,0.07762095,0.057096701,0.044141042,0.033946632,0.025237651,0.020579574
7605,0.10334373,0.077620013,0.057095865,0.044140264,0.033945991,0.02523713,0.020579141
7606,0.103343619,0.077619313,0.057095171,0.044139486,0.03394535,0.02523661,0.020578708
7607,0.103343418,0.077618512,0.057094509,0.044138707,0.033944709,0.02523609,0.020578275
7608,0.103343249,0.077617665,0.057093674,0.044137929,0.033944068,0.025235569,0.020577841
7609,0.103343224,0.077617013,0.057092893,0.044137151,0.033943427,0.025235049,0.020577408
7610,0.103342899,0.077616295,0.057092057,0.044136373,0.033942786,0.025234528,0.020576975
7611,0.103342849,0.07761551,0.057091341,0.044135595,0.033942145,0.025234008,0.020576542
7612,0.103342607,0.077614729,0.057090505,0.044134817,0.033941504,0.025233488,0.020576109
7613,0.10334213,0.077613875,0.05708967,0.044134039,0.033940863,0.025232967,0.020575676
7614,0.103341685,0.077613012,0.057088938,0.044133427,0.033940223,0.025232447,0.020575243
7615,0.103341369,0.077612183,0.057088103,0.044132649,0.033939582,0.025231927,0.02057481
7616,0.10334118,0.077611366,0.057087284,0.044131871,0.033938941,0.025231407,0.020574377
7617,0.103340833,0.077610547,0.057086448,0.044131093,0.0339383,0.025230886,0.020573943
7618,0.103340368,0.077609804,0.057085613,0.044130315,0.03393766,0.025230366,0.020573511
7619,0.103340237,0.07760901,0.057084777,0.044129538,0.033937019,0.025229846,0.020573078
7620,0.103339759,0.077608207,0.057084069,0.04412876,0.033936378,0.025229326,0.020572645
7621,0.103339394,0.077607421,0.057083251,0.044127982,0.033935738,0.025228806,0.020572212
7622,0.10333935,0.077606675,0.057082433,0.044127204,0.033935097,0.025228286,0.020571779
7623,0.103338978,0.077605855,0.057081652,0.044126427,0.033934456,0.025227766,0.020571346
7624,0.103338584,0.07760504,0.057080816,0.044125649,0.033933816,0.025227246,0.020570913
7625,0.103338514,0.077604212,0.057079998,0.044124871,0.033933175,0.025226726,0.02057048
7626,0.10333819,0.077603411,0.05707918,0.044124094,0.033932535,0.025226206,0.020570047
7627,0.103337985,0.077602565,0.057078361,0.044123316,0.033931894,0.025225686,0.020569615
7628,0.103337895,0.077601961,0.057077543,0.044122538,0.033931254,0.025225166,0.020569182
7629,0.103337452,0.077601136,0.057076839,0.044121761,0.033930613,0.025224646,0.020568749
7630,0.103337095,0.077600287,0.057076004,0.044120983,0.033929973,0.025224126,0.020568316
7631,0.103336499,0.077599489,0.057075168,0.044120206,0.033929333,0.025223606,0.020567884
7632,0.10333593,0.077598569,0.057074333,0.044119428,0.033928692,0.025223086,0.020567451
7633,0.10333538,0.077597756,0.057073498,0.044118651,0.033928052,0.025222566,0.020567018
7634,0.103334977,0.077596857,0.05707275,0.044117874,0.033927412,0.025222047,0.020566586
7635,0.103334536,0.077595976,0.057071915,0.044117096,0.033926771,0.025221527,0.020566153
7636,0.103334026,0.077595075,0.057071097,0.044116319,0.033926131,0.025221007,0.02056572
7637,0.10333383,0.077594272,0.057070279,0.044115542,0.033925491,0.025220487,0.020565288
7638,0.103333569,0.077593336,0.057069444,0.044114765,0.033924851,0.025219968,0.020564855
7639,0.103333278,0.077592616,0.0570687,0.044113988,0.033924211,0.025219448,0.020564423
7640,0.103332811,0.07759191,0.057067919,0.04411321,0.033923571,0.025218929,0.02056399
7641,0.103332421,0.077591138,0.057067139,0.044112433,0.033922931,0.025218409,0.020563558
7642,0.103331884,0.077590525,0.057066498,0.044111656,0.033922291,0.025217889,0.020563125
7643,0.103331244,0.077589606,0.057065745,0.044110879,0.033921651,0.02521737,0.020562693
7644,0.103331127,0.077588911,0.057064927,0.044110102,0.033921011,0.02521685,0.02056226
7645,0.103330882,0.077588072,0.057064092,0.044109325,0.033920371,0.025216331,0.020561828
7646,0.103330482,0.077587206,0.057063275,0.044108548,0.033919731,0.025215811,0.020561396
7647,0.103330548,0.077586583,0.05706244,0.044107771,0.033919091,0.025215292,0.020560963
7648,0.103330091,0.077585647,0.057061605,0.044106994,0.033918451,0.025214773,0.020560531
7649,0.103329557,0.077584759,0.05706077,0.044106217,0.033917811,0.025214253,0.020560099
7650,0.103329062,0.077584032,0.057059953,0.044105441,0.033917172,0.025213734,0.020559667
7651,0.103328594,0.077583275,0.057059199,0.044104664,0.033916532,0.025213215,0.020559234
7652,0.103328217,0.07758245,0.057058492,0.044103887,0.033915892,0.025212695,0.020558802
7653,0.103327653,0.077581514,0.057057657,0.04410311,0.033915253,0.025212176,0.02055837
7654,0.103327117,0.077580686,0.05705684,0.044102334,0.033914613,0.025211657,0.020557938
7655,0.103326783,0.077579858,0.057056006,0.044101557,0.033913973,0.025211138,0.020557506
7656,0.103326391,0.077579016,0.057055188,0.04410078,0.033913334,0.025210618,0.020557073
7657,0.103325857,0.077578129,0.057054354,0.044100004,0.033912694,0.025210099,0.020556641
7658,0.103325582,0.077577517,0.057053574,0.044099227,0.033912055,0.02520958,0.020556209
7659,0.103325641,0.07757692,0.057052888,0.044098451,0.033911415,0.025209061,0.020555777
7660,0.103325389,0.077576071,0.057052053,0.044097674,0.033910776,0.025208542,0.020555345
7661,0.103325259,0.07757549,0.057051342,0.044096898,0.033910136,0.025208023,0.020554913
7662,0.103325294,0.077574682,0.057050508,0.044096121,0.033909497,0.025207504,0.020554481
7663,0.103324814,0.077573746,0.057049761,0.044095345,0.033908858,0.025206985,0.020554049
7664,0.103324575,0.077572894,0.05704899,0.044094568,0.033908218,0.025206466,0.020553617
7665,0.103324243,0.077572047,0.057048173,0.044093792,0.033907579,0.025205947,0.020553185
7666,0.103323791,0.077571381,0.057047466,0.044093016,0.03390694,0.025205428,0.020552753
7667,0.103323302,0.077570683,0.057046631,0.044092239,0.033906301,0.025204909,0.020552321
7668,0.103322939,0.077569747,0.057045797,0.044091463,0.033905661,0.02520439,0.02055189
7669,0.103323153,0.077569204,0.057045114,0.044090828,0.033905022,0.025203871,0.020551458
7670,0.103322838,0.077568406,0.057044279,0.044090052,0.033904383,0.025203353,0.020551026
7671,0.103322607,0.07756747,0.057043445,0.044089276,0.033903744,0.025202834,0.020550594
7672,0.103322332,0.077566677,0.057042628,0.0440885,0.033903104,0.025202315,0.020550162
7673,0.103321992,0.077565918,0.057041921,0.044087723,0.033902465,0.025201796,0.02054973
7674,0.103322067,0.077565073,0.057041104,0.044086947,0.033901826,0.025201277,0.020549299
7675,0.103321689,0.077564209,0.05704027,0.044086171,0.033901187,0.025200759,0.020548867
7676,0.103321373,0.07756352,0.057039517,0.044085395,0.033900548,0.02520024,0.020548435
7677,0.103321093,0.077562768,0.05703881,0.044084619,0.033899909,0.025199721,0.020548004
7678,0.103320537,0.077561978,0.057037994,0.044083843,0.03389927,0.025199203,0.020547572
7679,0.103319899,0.077561042,0.05703716,0.044083067,0.033898631,0.025198684,0.02054714
7680,0.103319738,0.077560276,0.057036434,0.044082291,0.033897992,0.025198166,0.020546709
7681,0.103319179,0.07755934,0.057035704,0.044081655,0.033897353,0.025197647,0.020546277
7682,0.103318868,0.077558577,0.05703487,0.044080879,0.033896714,0.025197128,0.020545845
7683,0.103318619,0.077557789,0.057034173,0.044080103,0.033896076,0.02519661,0.020545414
7684,0.103318117,0.077556961,0.057033559,0.044079327,0.033895437,0.025196091,0.020544982
7685,0.103318116,0.077556178,0.057032788,0.044078551,0.033894798,0.025195573,0.020544551
7686,0.103318097,0.077555522,0.057032078,0.044077775,0.033894159,0.025195054,0.020544119
7687,0.103317795,0.077554694,0.057031244,0.044076999,0.03389352,0.025194536,0.020543688
7688,0.103317179,0.077553758,0.05703041,0.044076224,0.033892882,0.025194018,0.020543256
7689,0.103316575,0.07755297,0.057029577,0.044075448,0.033892243,0.025193499,0.020542825
7690,0.103316048,0.077552302,0.057028916,0.044074672,0.033891604,0.025192981,0.020542393
7691,0.103315448,0.077551367,0.057028083,0.044073897,0.033890966,0.025192463,0.020541962
7692,0.103315001,0.077550505,0.057027249,0.044073121,0.033890327,0.025191944,0.020541531
7693,0.103314524,0.077549796,0.057026415,0.044072345,0.033889688,0.025191426,0.020541099
7694,0.103314224,0.077548966,0.057025581,0.04407157,0.03388905,0.025190908,0.020540668
7695,0.10331409,0.077548206,0.057024765,0.044070794,0.033888411,0.02519039,0.020540237
7696,0.103313838,0.077547409,0.05702406,0.044070018,0.033887773,0.025189871,0.020539805
7697,0.103313427,0.077546547,0.057023226,0.044069243,0.033887134,0.025189353,0.020539374
7698,0.103312919,0.077545822,0.05702241,0.044068467,0.033886496,0.025188835,0.020538943
7699,0.103313108,0.077545273,0.057021794,0.044067692,0.033885857,0.025188317,0.020538512
7700,0.103312617,0.077544426,0.05702096,0.044066916,0.033885219,0.025187799,0.02053808
7701,0.103312289,0.07754349,0.057020126,0.044066141,0.033884581,0.025187281,0.020537649
7702,0.103311853,0.07754259,0.057019293,0.044065365,0.033883942,0.025186762,0.020537218
7703,0.103311537,0.077541655,0.057018459,0.04406459,0.033883304,0.025186244,0.020536787
7704,0.10331106,0.077540795,0.057017625,0.044063814,0.033882666,0.025185726,0.020536356
7705,0.103310528,0.077540003,0.057016904,0.044063039,0.033882027,0.025185208,0.020535924
7706,0.103310383,0.077539293,0.057016089,0.044062264,0.033881389,0.02518469,0.020535493
7707,0.103309913,0.077538427,0.057015359,0.044061628,0.033880751,0.025184172,0.020535062
7708,0.103309556,0.077537583,0.057014544,0.044060853,0.033880113,0.025183654,0.020534631
7709,0.103309155,0.077536883,0.057013728,0.044060078,0.033879475,0.025183137,0.0205342
7710,0.10330889,0.077536074,0.05701295,0.044059303,0.033878836,0.025182619,0.020533769
7711,0.103308276,0.077535187,0.057012117,0.044058527,0.033878198,0.025182101,0.020533338
7712,0.103308083,0.077534323,0.057011365,0.044057752,0.03387756,0.025181583,0.020532907
7713,0.103307725,0.077533387,0.057010531,0.044056977,0.033876922,0.025181065,0.020532476
7714,0.103307421,0.077532584,0.057009799,0.044056202,0.033876284,0.025180547,0.020532045
7715,0.103307315,0.07753196,0.057009093,0.044055427,0.033875646,0.02518003,0.020531614
7716,0.103306659,0.077531042,0.05700826,0.044054652,0.033875008,0.025179512,0.020531183
7717,0.103306228,0.077530125,0.057007427,0.044053877,0.03387437,0.025178994,0.020530752
7718,0.103305661,0.077529362,0.057006611,0.044053102,0.033873732,0.025178476,0.020530322
7719,0.103305224,0.077528502,0.057005778,0.044052327,0.033873094,0.025177959,0.020529891
7720,0.103304816,0.077527615,0.057004945,0.044051552,0.033872456,0.025177441,0.02052946
7721,0.103304393,0.077526782,0.057004112,0.044050777,0.033871819,0.025176923,0.020529029
7722,0.103304041,0.077525958,0.05700337,0.044050002,0.033871181,0.025176406,0.020528598
7723,0.103303915,0.077525113,0.057002555,0.044049227,0.033870543,0.025175888,0.020528168
7724,0.103303604,0.077524289,0.05700174,0.044048452,0.033869905,0.025175371,0.020527737
7725,0.103303099,0.077523403,0.057000907,0.044047677,0.033869267,0.025174853,0.020527306
7726,0.103302611,0.077522516,0.057000074,0.044046903,0.03386863,0.025174336,0.020526875
7727,0.103302103,0.077521617,0.056999241,0.044046128,0.033867992,0.025173818,0.020526445
7728,0.103301774,0.077520766,0.056998426,0.044045353,0.033867354,0.025173301,0.020526014
7729,0.103301452,0.077519882,0.056997593,0.044044578,0.033866717,0.025172783,0.020525583
7730,0.103301123,0.077518985,0.05699676,0.044043804,0.033866079,0.025172266,0.020525153
7731,0.103300859,0.077518143,0.056996018,0.044043029,0.033865441,0.025171748,0.020524722
7732,0.103300271,0.077517208,0.056995185,0.044042254,0.033864804,0.025171231,0.020524291
7733,0.103299895,0.077516469,0.05699437,0.04404148,0.033864166,0.025170714,0.020523861
7734,0.103299734,0.077515752,0.056993601,0.044040705,0.033863529,0.025170196,0.02052343
7735,0.103299274,0.077514885,0.056992768,0.044039931,0.033862891,0.025169679,0.020523
7736,0.103298777,0.07751402,0.056991935,0.044039156,0.033862254,0.025169162,0.020522569
7737,0.103298515,0.077513353,0.056991165,0.044038381,0.033861616,0.025168644,0.020522139
7738,0.10329822,0.077512524,0.056990351,0.044037607,0.033860979,0.025168127,0.020521708
7739,0.103297731,0.077511666,0.056989518,0.044036833,0.033860341,0.02516761,0.020521278
7740,0.103297346,0.077510908,0.056988685,0.044036058,0.033859704,0.025167093,0.020520848
7741,0.103296786,0.077510024,0.056987852,0.044035284,0.033859067,0.025166576,0.020520417
7742,0.103296399,0.077509219,0.056987038,0.04403451,0.033858429,0.025166059,0.020519987
7743,0.103295855,0.077508379,0.056986205,0.044033735,0.033857792,0.025165542,0.020519556
7744,0.103295349,0.07750757,0.056985372,0.044032961,0.033857155,0.025165025,0.020519126
7745,0.103294983,0.077506809,0.056984595,0.044032187,0.033856518,0.025164507,0.020518696
7746,0.103295421,0.077506223,0.056983901,0.044031412,0.03385588,0.02516399,0.020518266
7747,0.103295022,0.077505289,0.056983069,0.044030638,0.033855243,0.025163473,0.020517835
7748,0.103294607,0.077504505,0.056982254,0.044029864,0.033854606,0.025162956,0.020517405
7749,0.103294549,0.077503736,0.056981477,0.04402909,0.033853969,0.02516244,0.020516975
7750,0.103294121,0.077502872,0.056980645,0.044028316,0.033853332,0.025161923,0.020516545
