accLoss,distortion,exponent,iteration
0.023268722,0.025661612,10,2166
0.081762666,0.010798715,5,2167
0.061641765,0.014842082,6,2167
0.023268159,0.025663409,10,2167
0.081761831,0.01079975,5,2168
0.061640843,0.014843406,6,2168
0.023267597,0.025665207,10,2168
0.081760936,0.010800784,5,2169
0.061639921,0.01484473,6,2169
0.023267034,0.025667005,10,2169
0.081760398,0.010801819,5,2170
0.061639092,0.014846054,6,2170
0.023266471,0.025668803,10,2170
0.081759808,0.010802853,5,2171
0.061638223,0.014847379,6,2171
0.023265909,0.025670601,10,2171
0.081759083,0.010803888,5,2172
0.061637415,0.014848703,6,2172
0.023265346,0.025672399,10,2172
0.081758364,0.010804923,5,2173
0.061636504,0.014850027,6,2173
0.023264784,0.025674197,10,2173
0.0817576,0.010805958,5,2174
0.061635662,0.014851352,6,2174
0.023264221,0.025675994,10,2174
0.081756998,0.010806992,5,2175
0.061634751,0.014852676,6,2175
0.023263659,0.025677792,10,2175
0.081756331,0.010808027,5,2176
0.061633829,0.014854,6,2176
0.023263096,0.02567959,10,2176
0.081755788,0.010809062,5,2177
0.061632918,0.014855324,6,2177
0.023262534,0.025681388,10,2177
0.081755243,0.010810097,5,2178
0.061631996,0.014856649,6,2178
0.023261971,0.025683186,10,2178
0.081754493,0.010811132,5,2179
0.061631136,0.014857973,6,2179
0.023261409,0.025684984,10,2179
0.081754034,0.010812167,5,2180
0.061630355,0.014859298,6,2180
0.023260846,0.025686781,10,2180
0.081753389,0.010813202,5,2181
0.061629485,0.014860622,6,2181
0.023260284,0.025688579,10,2181
0.081752697,0.010814237,5,2182
0.061628574,0.014861947,6,2182
0.023259722,0.025690377,10,2182
0.081751972,0.010815272,5,2183
0.061627652,0.014863271,6,2183
0.023259159,0.025692175,10,2183
0.081751363,0.010816308,5,2184
0.061626955,0.014864596,6,2184
0.023258597,0.025693973,10,2184
0.081750527,0.010817346,5,2185
0.061626034,0.014865924,6,2185
0.023258035,0.025695774,10,2185
0.08174988,0.010818385,5,2186
0.061625195,0.014867252,6,2186
0.023257473,0.025697575,10,2186
0.081749138,0.010819424,5,2187
0.061624273,0.01486858,6,2187
0.023256911,0.025699376,10,2187
0.081748809,0.010820462,5,2188
0.061623392,0.014869908,6,2188
0.023256349,0.025701178,10,2188
0.081748312,0.010821501,5,2189
0.061622564,0.014871236,6,2189
0.023255786,0.025702978,10,2189
0.08174773,0.01082254,5,2190
0.061621757,0.014872563,6,2190
0.023255224,0.025704779,10,2190
0.081746865,0.010823579,5,2191
0.061620836,0.014873891,6,2191
0.023254662,0.02570658,10,2191
0.081746018,0.010824617,5,2192
0.061619925,0.014875219,6,2192
0.023254101,0.025708381,10,2192
0.081745192,0.010825656,5,2193
0.061619083,0.014876547,6,2193
0.023253539,0.025710182,10,2193
0.081744805,0.010826695,5,2194
0.061618333,0.014877875,6,2194
0.023252977,0.025711983,10,2194
0.081744066,0.010827734,5,2195
0.061617422,0.014879203,6,2195
0.023252415,0.025713784,10,2195
0.081743896,0.010828773,5,2196
0.061616709,0.014880531,6,2196
0.023251853,0.025715585,10,2196
0.081743138,0.010829812,5,2197
0.061615932,0.01488186,6,2197
0.023251291,0.025717386,10,2197
0.081742606,0.010830851,5,2198
0.061615125,0.014883188,6,2198
0.023250729,0.025719188,10,2198
0.081741905,0.010831891,5,2199
0.061614332,0.014884517,6,2199
0.023250167,0.025720989,10,2199
0.081741009,0.01083293,5,2200
0.061613515,0.014885845,6,2200
0.023249605,0.02572279,10,2200
0.081740555,0.010833969,5,2201
0.061612634,0.014887173,6,2201
0.023249043,0.025724591,10,2201
0.081740137,0.010835008,5,2202
0.061611712,0.014888502,6,2202
0.023248482,0.025726392,10,2202
0.0817393,0.010836048,5,2203
0.061610801,0.01488983,6,2203
0.02324792,0.025728194,10,2203
0.081738574,0.010837087,5,2204
0.06160992,0.014891159,6,2204
0.023247358,0.025729995,10,2204
0.08173795,0.010838127,5,2205
0.061609131,0.014892488,6,2205
0.023246796,0.025731796,10,2205
0.08173726,0.010839166,5,2206
0.061608209,0.014893817,6,2206
0.023246235,0.025733598,10,2206
0.08173647,0.010840206,5,2207
0.061607298,0.014895146,6,2207
0.023245673,0.025735399,10,2207
0.08173564,0.010841245,5,2208
0.061606387,0.014896475,6,2208
0.023245111,0.025737201,10,2208
0.081735198,0.010842285,5,2209
0.061605632,0.014897804,6,2209
0.02324455,0.025739002,10,2209
0.08173452,0.010843325,5,2210
0.061604711,0.014899133,6,2210
0.023243988,0.025740804,10,2210
0.081733766,0.010844364,5,2211
0.061603941,0.014900462,6,2211
0.023243426,0.025742605,10,2211
0.0817329,0.010845404,5,2212
0.06160303,0.014901791,6,2212
0.023242865,0.025744407,10,2212
0.081732133,0.010846444,5,2213
0.061602108,0.01490312,6,2213
0.023242303,0.025746208,10,2213
0.081731422,0.010847484,5,2214
0.061601227,0.014904449,6,2214
0.023241742,0.02574801,10,2214
0.081730723,0.010848524,5,2215
0.061600316,0.014905778,6,2215
0.02324118,0.025749812,10,2215
0.081730162,0.010849564,5,2216
0.061599487,0.014907107,6,2216
0.023240619,0.025751613,10,2216
0.081729476,0.010850603,5,2217
0.061598759,0.014908436,6,2217
0.023240057,0.025753415,10,2217
0.081728772,0.010851643,5,2218
0.061597917,0.014909766,6,2218
0.023239496,0.025755216,10,2218
0.08172838,0.010852683,5,2219
0.061597118,0.014911095,6,2219
0.023238934,0.025757018,10,2219
0.081727626,0.010853723,5,2220
0.061596207,0.014912424,6,2220
0.023238373,0.025758819,10,2220
0.081727449,0.010854763,5,2221
0.061595564,0.014913753,6,2221
0.023237812,0.025760621,10,2221
0.081726844,0.010855803,5,2222
0.061594818,0.014915082,6,2222
0.02323725,0.025762422,10,2222
0.081726101,0.010856844,5,2223
0.061593906,0.014916412,6,2223
0.023236689,0.025764224,10,2223
0.08172542,0.010857884,5,2224
0.061593046,0.014917741,6,2224
0.023236128,0.025766026,10,2224
0.081724696,0.010858924,5,2225
0.061592165,0.014919071,6,2225
0.023235566,0.025767828,10,2225
0.081724307,0.010859965,5,2226
0.061591244,0.014920401,6,2226
0.023235005,0.02576963,10,2226
0.081723747,0.010861005,5,2227
0.061590486,0.01492173,6,2227
0.023234444,0.025771432,10,2227
0.081723158,0.010862046,5,2228
0.061589813,0.01492306,6,2228
0.023233883,0.025773234,10,2228
0.081722456,0.010863086,5,2229
0.061588902,0.014924389,6,2229
0.023233321,0.025775035,10,2229
0.081721718,0.010864126,5,2230
0.061587981,0.014925719,6,2230
0.02323276,0.025776837,10,2230
0.08172135,0.010865167,5,2231
0.061587343,0.014927048,6,2231
0.023232199,0.025778639,10,2231
0.081720652,0.010866207,5,2232
0.061586475,0.014928378,6,2232
0.023231638,0.025780441,10,2232
0.081720138,0.010867248,5,2233
0.061585735,0.014929708,6,2233
0.023231077,0.025782243,10,2233
0.081719241,0.010868288,5,2234
0.061584814,0.014931037,6,2234
0.023230516,0.025784045,10,2234
0.081718558,0.010869329,5,2235
0.061584013,0.014932367,6,2235
0.023229955,0.025785847,10,2235
0.081717763,0.01087037,5,2236
0.061583172,0.014933697,6,2236
0.023229394,0.025787649,10,2236
0.081716979,0.010871411,5,2237
0.061582251,0.014935027,6,2237
0.023228833,0.025789451,10,2237
0.081716411,0.010872452,5,2238
0.061581543,0.014936357,6,2238
0.023228272,0.025791253,10,2238
0.081715907,0.010873493,5,2239
0.061580684,0.014937687,6,2239
0.023227711,0.025793056,10,2239
0.08171506,0.010874534,5,2240
0.061579773,0.014939018,6,2240
0.02322715,0.025794858,10,2240
0.081714285,0.010875575,5,2241
0.061578852,0.014940348,6,2241
0.02322659,0.02579666,10,2241
0.081713436,0.010876616,5,2242
0.061577941,0.014941678,6,2242
0.023226029,0.025798462,10,2242
0.081712911,0.010877657,5,2243
0.06157702,0.014943008,6,2243
0.023225468,0.025800264,10,2243
0.08171255,0.010878698,5,2244
0.061576192,0.014944338,6,2244
0.023224907,0.025802067,10,2244
0.081711801,0.010879739,5,2245
0.061575281,0.014945669,6,2245
0.023224346,0.025803869,10,2245
0.081710918,0.01088078,5,2246
0.061574359,0.014946999,6,2246
0.023223786,0.025805671,10,2246
0.081710114,0.010881821,5,2247
0.061573448,0.01494833,6,2247
0.023223225,0.025807474,10,2247
0.081709445,0.010882862,5,2248
0.061572712,0.01494966,6,2248
0.023222664,0.025809276,10,2248
0.081708895,0.010883903,5,2249
0.061571923,0.01495099,6,2249
0.023222104,0.025811078,10,2249
0.081708576,0.010884944,5,2250
0.061571144,0.014952321,6,2250
0.023221543,0.02581288,10,2250
0.081707753,0.010885985,5,2251
0.061570223,0.014953651,6,2251
0.023220983,0.025814683,10,2251
0.081706964,0.010887026,5,2252
0.061569312,0.014954981,6,2252
0.023220422,0.025816485,10,2252
0.081706352,0.010888067,5,2253
0.061568602,0.014956312,6,2253
0.023219862,0.025818287,10,2253
0.081705761,0.010889108,5,2254
0.061567691,0.014957642,6,2254
0.023219301,0.025820089,10,2254
0.081705144,0.01089015,5,2255
0.061566909,0.014958973,6,2255
0.023218741,0.025821891,10,2255
0.081704566,0.010891191,5,2256
0.061566088,0.014960303,6,2256
0.023218181,0.025823694,10,2256
0.081703741,0.010892232,5,2257
0.061565247,0.014961634,6,2257
0.02321762,0.025825496,10,2257
0.081703305,0.010893274,5,2258
0.061564493,0.014962964,6,2258
0.02321706,0.025827298,10,2258
0.081702607,0.010894315,5,2259
0.061563712,0.014964295,6,2259
0.0232165,0.0258291,10,2259
0.081701906,0.010895356,5,2260
0.061562873,0.014965626,6,2260
0.023215939,0.025830903,10,2260
0.081701154,0.010896398,5,2261
0.061561962,0.014966957,6,2261
0.023215379,0.025832705,10,2261
0.081700334,0.01089744,5,2262
0.061561041,0.014968287,6,2262
0.023214819,0.025834507,10,2262
0.081699496,0.010898481,5,2263
0.06156013,0.014969618,6,2263
0.023214258,0.02583631,10,2263
0.081699018,0.010899523,5,2264
0.06155944,0.014970949,6,2264
0.023213698,0.025838112,10,2264
0.08169839,0.010900565,5,2265
0.061558519,0.014972281,6,2265
0.023213138,0.025839915,10,2265
0.08169779,0.010901607,5,2266
0.061557738,0.014973612,6,2266
0.023212578,0.025841718,10,2266
0.081697309,0.010902649,5,2267
0.061556958,0.014974943,6,2267
0.023212018,0.02584352,10,2267
0.081696752,0.010903691,5,2268
0.061556047,0.014976275,6,2268
0.023211458,0.025845323,10,2268
0.081696209,0.010904733,5,2269
0.061555126,0.014977606,6,2269
0.023210897,0.025847126,10,2269
0.081695396,0.010905775,5,2270
0.061554205,0.014978938,6,2270
0.023210337,0.025848929,10,2270
0.081694703,0.010906818,5,2271
0.023209777,0.025850732,10,2271
0.081693872,0.01090786,5,2272
0.023209217,0.025852535,10,2272
0.081693263,0.010908903,5,2273
0.023208657,0.025854338,10,2273
0.081692395,0.010909946,5,2274
0.023208097,0.025856142,10,2274
0.081691704,0.010910989,5,2275
0.023207537,0.025857945,10,2275
0.081691284,0.010912032,5,2276
0.023206977,0.025859748,10,2276
0.081690551,0.010913074,5,2277
0.023206417,0.025861552,10,2277
0.081689927,0.010914117,5,2278
0.023205857,0.025863355,10,2278
0.081689247,0.01091516,5,2279
0.023205298,0.025865158,10,2279
0.081688566,0.010916203,5,2280
0.023204738,0.025866962,10,2280
0.081687803,0.010917246,5,2281
0.023204178,0.025868765,10,2281
0.081687117,0.01091829,5,2282
0.023203618,0.025870569,10,2282
0.081686407,0.010919333,5,2283
0.023203059,0.025872373,10,2283
0.081685999,0.010920377,5,2284
0.023202499,0.025874176,10,2284
0.081685381,0.01092142,5,2285
0.023201939,0.02587598,10,2285
0.081684749,0.010922464,5,2286
0.023201379,0.025877784,10,2286
0.081684043,0.010923507,5,2287
0.02320082,0.025879587,10,2287
0.081683415,0.010924551,5,2288
0.02320026,0.025881391,10,2288
0.081683169,0.010925594,5,2289
0.0231997,0.025883195,10,2289
0.081682679,0.010926638,5,2290
0.023199141,0.025884998,10,2290
0.081682301,0.010927681,5,2291
0.023198581,0.025886802,10,2291
0.081681825,0.010928725,5,2292
0.023198022,0.025888605,10,2292
0.081681067,0.010929769,5,2293
0.023197462,0.025890409,10,2293
0.081680369,0.010930812,5,2294
0.023196903,0.025892212,10,2294
0.08167963,0.010931856,5,2295
0.023196344,0.025894016,10,2295
0.081678873,0.0109329,5,2296
0.023195784,0.025895819,10,2296
0.081678071,0.010933944,5,2297
0.023195225,0.025897623,10,2297
0.081677526,0.010934988,5,2298
0.023194665,0.025899427,10,2298
0.081676749,0.010936032,5,2299
0.023194106,0.02590123,10,2299
0.081676224,0.010937076,5,2300
0.023193547,0.025903034,10,2300
0.081675634,0.01093812,5,2301
0.023192988,0.025904838,10,2301
0.081675254,0.010939164,5,2302
0.023192428,0.025906642,10,2302
0.081674385,0.010940208,5,2303
0.023191869,0.025908445,10,2303
0.081673743,0.010941253,5,2304
0.02319131,0.025910249,10,2304
0.081672969,0.010942297,5,2305
0.023190751,0.025912053,10,2305
0.08167222,0.010943341,5,2306
0.023190192,0.025913856,10,2306
0.081671462,0.010944385,5,2307
0.023189633,0.02591566,10,2307
0.081670932,0.01094543,5,2308
0.023189074,0.025917464,10,2308
0.081670208,0.010946474,5,2309
0.023188515,0.025919267,10,2309
0.081669736,0.010947519,5,2310
0.023187956,0.025921071,10,2310
0.081668988,0.010948563,5,2311
0.023187397,0.025922875,10,2311
0.081668307,0.010949608,5,2312
0.023186838,0.025924678,10,2312
0.081667717,0.010950653,5,2313
0.023186279,0.025926482,10,2313
0.081667089,0.010951698,5,2314
0.02318572,0.025928286,10,2314
0.081666304,0.010952743,5,2315
0.023185161,0.02593009,10,2315
0.081665516,0.010953788,5,2316
0.023184602,0.025931894,10,2316
0.081664748,0.010954833,5,2317
0.023184043,0.025933698,10,2317
0.08166421,0.010955878,5,2318
0.023183485,0.025935503,10,2318
0.081663366,0.010956923,5,2319
0.023182926,0.025937307,10,2319
0.081662529,0.010957968,5,2320
0.023182367,0.025939111,10,2320
0.081662081,0.010959014,5,2321
0.023181808,0.025940914,10,2321
0.081661355,0.010960059,5,2322
0.02318125,0.025942718,10,2322
0.081661,0.010961104,5,2323
0.023180691,0.025944522,10,2323
0.081660652,0.010962149,5,2324
0.023180132,0.025946326,10,2324
0.081659956,0.010963195,5,2325
0.023179574,0.02594813,10,2325
0.081659259,0.01096424,5,2326
0.023179015,0.025949934,10,2326
0.081658917,0.010965285,5,2327
0.023178457,0.025951738,10,2327
0.081658551,0.010966331,5,2328
0.023177898,0.025953542,10,2328
0.081657755,0.010967376,5,2329
0.02317734,0.025955346,10,2329
0.081657146,0.010968422,5,2330
0.023176781,0.02595715,10,2330
0.081656317,0.010969468,5,2331
0.023176223,0.025958954,10,2331
0.081655569,0.010970514,5,2332
0.023175665,0.025960758,10,2332
0.081654775,0.010971559,5,2333
0.023175106,0.025962562,10,2333
0.081654056,0.010972605,5,2334
0.023174548,0.025964366,10,2334
0.081653235,0.010973651,5,2335
0.02317399,0.025966171,10,2335
0.081652507,0.010974697,5,2336
0.023173431,0.025967975,10,2336
0.081651907,0.010975743,5,2337
0.023172873,0.025969779,10,2337
0.081651419,0.010976789,5,2338
0.023172315,0.025971584,10,2338
0.081650674,0.010977835,5,2339
0.023171757,0.025973388,10,2339
0.081650026,0.010978882,5,2340
0.023171199,0.025975193,10,2340
0.081649225,0.010979928,5,2341
0.023170641,0.025976997,10,2341
0.081648462,0.010980974,5,2342
0.023170083,0.025978801,10,2342
0.081647937,0.01098202,5,2343
0.023169524,0.025980606,10,2343
0.081647212,0.010983066,5,2344
0.023168966,0.02598241,10,2344
0.081646496,0.010984113,5,2345
0.023168408,0.025984214,10,2345
0.081645909,0.010985159,5,2346
0.023167851,0.025986019,10,2346
0.081645398,0.010986205,5,2347
0.023167293,0.025987823,10,2347
0.081644743,0.010987252,5,2348
0.023166735,0.025989628,10,2348
0.081644168,0.010988298,5,2349
0.023166177,0.025991432,10,2349
0.081643364,0.010989345,5,2350
0.023165619,0.025993236,10,2350
0.081642742,0.010990391,5,2351
0.023165061,0.025995041,10,2351
0.081642143,0.010991438,5,2352
0.023164504,0.025996845,10,2352
0.08164129,0.010992484,5,2353
0.023163946,0.025998649,10,2353
0.081640433,0.010993531,5,2354
0.023163388,0.026000454,10,2354
0.081639604,0.010994577,5,2355
0.02316283,0.026002259,10,2355
0.081638837,0.010995624,5,2356
0.023162273,0.026004063,10,2356
0.081638183,0.010996671,5,2357
0.023161715,0.026005868,10,2357
0.081637567,0.010997718,5,2358
0.023161157,0.026007673,10,2358
0.081636737,0.010998765,5,2359
0.0231606,0.026009478,10,2359
0.081636232,0.010999812,5,2360
0.023160042,0.026011282,10,2360
0.081635432,0.011000859,5,2361
0.023159485,0.026013087,10,2361
0.081634659,0.011001906,5,2362
0.023158927,0.026014892,10,2362
0.08163413,0.011002953,5,2363
0.023158369,0.026016697,10,2363
0.081633471,0.011004,5,2364
0.023157812,0.026018502,10,2364
0.081633048,0.011005047,5,2365
0.023157254,0.026020308,10,2365
0.081632373,0.011006095,5,2366
0.023156697,0.026022113,10,2366
0.081631709,0.011007142,5,2367
0.023156139,0.026023918,10,2367
0.081630949,0.01100819,5,2368
0.023155582,0.026025723,10,2368
0.081630208,0.011009237,5,2369
0.023155024,0.026027529,10,2369
0.081629488,0.011010285,5,2370
0.023154467,0.026029335,10,2370
0.081628867,0.011011333,5,2371
0.023153909,0.026031141,10,2371
0.081628452,0.011012381,5,2372
0.023153352,0.026032947,10,2372
0.081627748,0.011013429,5,2373
0.023152795,0.026034752,10,2373
0.081627007,0.011014477,5,2374
0.023152237,0.026036558,10,2374
0.081626267,0.011015525,5,2375
0.02315168,0.026038364,10,2375
0.08162561,0.011016573,5,2376
0.023151123,0.02604017,10,2376
0.081625019,0.011017621,5,2377
0.023150566,0.026041975,10,2377
0.081624118,0.011018669,5,2378
0.023150008,0.026043781,10,2378
0.081623353,0.011019717,5,2379
0.023149451,0.026045587,10,2379
0.081622948,0.011020765,5,2380
0.023148894,0.026047392,10,2380
0.081622537,0.011021813,5,2381
0.023148337,0.026049198,10,2381
0.08162172,0.011022861,5,2382
0.02314778,0.026051003,10,2382
0.081621071,0.011023908,5,2383
0.023147223,0.026052808,10,2383
0.081620367,0.011024956,5,2384
0.023146666,0.026054614,10,2384
0.081619673,0.011026004,5,2385
0.023146109,0.026056419,10,2385
0.081619268,0.011027052,5,2386
0.023145552,0.026058225,10,2386
0.081618485,0.0110281,5,2387
0.023144995,0.026060031,10,2387
0.081617687,0.011029149,5,2388
0.023144438,0.026061836,10,2388
0.081617017,0.011030197,5,2389
0.023143882,0.026063642,10,2389
0.081616245,0.011031245,5,2390
0.023143325,0.026065448,10,2390
0.081615692,0.011032294,5,2391
0.023142768,0.026067254,10,2391
0.081615039,0.011033342,5,2392
0.023142211,0.02606906,10,2392
0.081614212,0.01103439,5,2393
0.023141655,0.026070865,10,2393
0.081613848,0.011035439,5,2394
0.023141098,0.026072671,10,2394
0.081613524,0.011036487,5,2395
0.023140541,0.026074477,10,2395
0.081612919,0.011037536,5,2396
0.023139985,0.026076283,10,2396
0.081612241,0.011038584,5,2397
0.023139428,0.026078088,10,2397
0.081611407,0.011039632,5,2398
0.023138872,0.026079894,10,2398
0.081611207,0.011040681,5,2399
0.023138315,0.0260817,10,2399
0.0816104,0.011041729,5,2400
0.023137759,0.026083505,10,2400
0.081609595,0.011042778,5,2401
0.023137202,0.026085311,10,2401
0.081609121,0.011043827,5,2402
0.023136646,0.026087118,10,2402
0.081608346,0.011044876,5,2403
0.023136089,0.026088924,10,2403
0.081607902,0.011045925,5,2404
0.023135533,0.02609073,10,2404
0.081607098,0.011046975,5,2405
0.023134977,0.026092536,10,2405
0.081606941,0.011048024,5,2406
0.02313442,0.026094342,10,2406
0.081606226,0.011049073,5,2407
0.023133864,0.026096148,10,2407
0.081605445,0.011050122,5,2408
0.023133308,0.026097955,10,2408
0.081604719,0.011051171,5,2409
0.023132751,0.026099761,10,2409
0.08160396,0.011052221,5,2410
0.023132195,0.026101567,10,2410
0.081603161,0.01105327,5,2411
0.023131639,0.026103374,10,2411
0.081602289,0.01105432,5,2412
0.023131083,0.02610518,10,2412
0.08160164,0.011055369,5,2413
0.023130527,0.026106986,10,2413
0.081600869,0.011056419,5,2414
0.023129971,0.026108793,10,2414
0.081600064,0.011057468,5,2415
0.023129415,0.026110599,10,2415
0.081599406,0.011058518,5,2416
0.023128859,0.026112405,10,2416
0.08159873,0.011059568,5,2417
0.023128303,0.026114211,10,2417
0.081598149,0.011060617,5,2418
0.023127747,0.026116017,10,2418
0.081597307,0.011061667,5,2419
0.023127191,0.026117824,10,2419
0.081596864,0.011062717,5,2420
0.023126635,0.02611963,10,2420
0.081596125,0.011063766,5,2421
0.023126079,0.026121436,10,2421
0.081595238,0.011064816,5,2422
0.023125523,0.026123242,10,2422
0.081594429,0.011065866,5,2423
0.023124967,0.026125048,10,2423
0.081593623,0.011066915,5,2424
0.023124412,0.026126854,10,2424
0.081593248,0.011067965,5,2425
0.023123856,0.026128661,10,2425
0.081592346,0.011069015,5,2426
0.0231233,0.026130467,10,2426
0.081591529,0.011070065,5,2427
0.023122745,0.026132273,10,2427
0.081590887,0.011071115,5,2428
0.023122189,0.026134079,10,2428
0.081590048,0.011072165,5,2429
0.023121633,0.026135886,10,2429
0.081589635,0.011073216,5,2430
0.023121078,0.026137693,10,2430
0.081588733,0.011074266,5,2431
0.023120522,0.026139499,10,2431
0.081588268,0.011075316,5,2432
0.023119966,0.026141306,10,2432
0.081587425,0.011076367,5,2433
0.023119411,0.026143112,10,2433
0.081586853,0.011077417,5,2434
0.023118855,0.026144919,10,2434
0.081586391,0.011078468,5,2435
0.0231183,0.026146726,10,2435
0.081585922,0.011079518,5,2436
0.023117744,0.026148532,10,2436
0.081585406,0.011080569,5,2437
0.023117189,0.026150339,10,2437
0.081584733,0.011081619,5,2438
0.023116634,0.026152145,10,2438
0.081583943,0.01108267,5,2439
0.023116078,0.026153952,10,2439
0.081583243,0.01108372,5,2440
0.023115523,0.026155758,10,2440
0.081582496,0.011084771,5,2441
0.023114968,0.026157564,10,2441
0.081581791,0.011085821,5,2442
0.023114413,0.026159371,10,2442
0.081580989,0.011086872,5,2443
0.023113857,0.026161177,10,2443
0.081580675,0.011087922,5,2444
0.023113302,0.026162983,10,2444
0.081579988,0.011088973,5,2445
0.023112747,0.02616479,10,2445
0.081579229,0.011090024,5,2446
0.023112192,0.026166597,10,2446
0.0815784,0.011091075,5,2447
0.023111637,0.026168403,10,2447
0.081577766,0.011092126,5,2448
0.023111082,0.02617021,10,2448
0.081576986,0.011093177,5,2449
0.023110527,0.026172017,10,2449
0.081576131,0.011094228,5,2450
0.023109972,0.026173823,10,2450
0.081575299,0.011095279,5,2451
0.023109417,0.02617563,10,2451
0.081574488,0.01109633,5,2452
0.023108862,0.026177437,10,2452
0.081573703,0.011097381,5,2453
0.023108307,0.026179243,10,2453
0.081573063,0.011098433,5,2454
0.023107752,0.02618105,10,2454
0.081572329,0.011099484,5,2455
0.023107197,0.026182857,10,2455
0.081571529,0.011100535,5,2456
0.023106642,0.026184663,10,2456
0.081570732,0.011101586,5,2457
0.023106087,0.02618647,10,2457
0.081570173,0.011102638,5,2458
0.023105533,0.026188277,10,2458
0.081569728,0.011103689,5,2459
0.023104978,0.026190083,10,2459
0.081569057,0.01110474,5,2460
0.023104423,0.02619189,10,2460
0.081568485,0.011105792,5,2461
0.023103869,0.026193697,10,2461
0.081568033,0.011106843,5,2462
0.023103314,0.026195504,10,2462
0.081567193,0.011107895,5,2463
0.023102759,0.026197311,10,2463
0.081566323,0.011108947,5,2464
0.023102205,0.026199118,10,2464
0.08156556,0.011109998,5,2465
0.02310165,0.026200925,10,2465
0.081564792,0.01111105,5,2466
0.023101096,0.026202731,10,2466
0.081564096,0.011112101,5,2467
0.023100541,0.026204538,10,2467
0.081563388,0.011113153,5,2468
0.023099987,0.026206345,10,2468
0.081562617,0.011114205,5,2469
0.023099432,0.026208151,10,2469
0.081561898,0.011115257,5,2470
0.023098878,0.026209958,10,2470
0.081561076,0.011116308,5,2471
0.023098323,0.026211765,10,2471
0.081560464,0.01111736,5,2472
0.023097769,0.026213571,10,2472
0.08155978,0.011118412,5,2473
0.023097215,0.026215378,10,2473
0.081559124,0.011119463,5,2474
0.023096661,0.026217185,10,2474
0.081558501,0.011120515,5,2475
0.023096106,0.026218991,10,2475
0.081558161,0.011121567,5,2476
0.023095552,0.026220798,10,2476
0.081557915,0.011122619,5,2477
0.023094998,0.026222605,10,2477
0.081557228,0.011123671,5,2478
0.023094444,0.026224412,10,2478
0.081556488,0.011124724,5,2479
0.02309389,0.026226219,10,2479
0.08155571,0.011125776,5,2480
0.023093336,0.026228026,10,2480
0.081555165,0.011126828,5,2481
0.023092782,0.026229833,10,2481
0.081554339,0.011127881,5,2482
0.023092228,0.026231639,10,2482
0.081553527,0.011128933,5,2483
0.023091674,0.026233446,10,2483
0.081552862,0.011129986,5,2484
0.02309112,0.026235253,10,2484
0.081552123,0.011131038,5,2485
0.023090566,0.02623706,10,2485
0.081551626,0.011132091,5,2486
0.023090012,0.026238867,10,2486
0.081550987,0.011133144,5,2487
0.023089458,0.026240674,10,2487
0.081550435,0.011134197,5,2488
0.023088904,0.026242481,10,2488
0.081549747,0.01113525,5,2489
0.02308835,0.026244289,10,2489
0.081548959,0.011136303,5,2490
0.023087796,0.026246096,10,2490
0.081548223,0.011137356,5,2491
0.023087243,0.026247903,10,2491
0.08154753,0.011138409,5,2492
0.023086689,0.02624971,10,2492
0.081546641,0.011139462,5,2493
0.023086135,0.026251517,10,2493
0.081546038,0.011140515,5,2494
0.023085581,0.026253325,10,2494
0.081545532,0.011141569,5,2495
0.023085028,0.026255132,10,2495
0.081544718,0.011142622,5,2496
0.023084474,0.02625694,10,2496
0.081544139,0.011143675,5,2497
0.02308392,0.026258747,10,2497
0.081543508,0.011144729,5,2498
0.023083367,0.026260555,10,2498
0.081542738,0.011145782,5,2499
0.023082813,0.026262362,10,2499
0.081542031,0.011146836,5,2500
0.02308226,0.02626417,10,2500
0.081541229,0.011147889,5,2501
0.023081706,0.026265977,10,2501
0.081540394,0.011148943,5,2502
0.023081153,0.026267785,10,2502
0.081539553,0.011149996,5,2503
0.023080599,0.026269592,10,2503
0.081538944,0.01115105,5,2504
0.023080046,0.0262714,10,2504
0.081538165,0.011152104,5,2505
0.023079492,0.026273207,10,2505
0.081537419,0.011153158,5,2506
0.023078939,0.026275014,10,2506
0.081536931,0.011154211,5,2507
0.023078386,0.026276822,10,2507
0.081536332,0.011155265,5,2508
0.023077832,0.02627863,10,2508
0.081535877,0.011156319,5,2509
0.023077279,0.026280437,10,2509
0.08153537,0.011157373,5,2510
0.023076726,0.026282245,10,2510
0.081534733,0.011158426,5,2511
0.023076173,0.026284053,10,2511
0.081534096,0.01115948,5,2512
0.023075619,0.02628586,10,2512
0.081533425,0.011160534,5,2513
0.023075066,0.026287668,10,2513
0.08153271,0.011161588,5,2514
0.023074513,0.026289475,10,2514
0.081531886,0.011162642,5,2515
0.02307396,0.026291283,10,2515
0.081531228,0.011163696,5,2516
0.023073407,0.02629309,10,2516
0.081530987,0.01116475,5,2517
0.023072854,0.026294898,10,2517
0.08153027,0.011165804,5,2518
0.023072301,0.026296706,10,2518
0.081529655,0.011166859,5,2519
0.023071748,0.026298513,10,2519
0.081529215,0.011167913,5,2520
0.023071195,0.026300321,10,2520
0.081528442,0.011168967,5,2521
0.023070642,0.026302129,10,2521
0.081527716,0.011170022,5,2522
0.023070089,0.026303937,10,2522
0.081526952,0.011171077,5,2523
0.023069536,0.026305745,10,2523
0.08152609,0.011172131,5,2524
0.023068983,0.026307553,10,2524
0.081525317,0.011173186,5,2525
