accLoss,distortion,exponent,iteration
0.024536401,0.021863897,10,36
0.082958581,0.00869271,5,37
0.063429238,0.012106202,6,37
0.050609772,0.015031931,7,37
0.039565769,0.017688258,8,37
0.029960059,0.020225902,9,37
0.024535773,0.021865661,10,37
0.082958093,0.00869365,5,38
0.063428448,0.012107443,6,38
0.050608902,0.015033379,7,38
0.039564918,0.017689847,8,38
0.029959315,0.020227613,9,38
0.024535144,0.021867426,10,38
0.082957896,0.00869459,5,39
0.063427709,0.012108684,6,39
0.050608128,0.015034828,7,39
0.039564066,0.017691437,8,39
0.02995857,0.020229324,9,39
0.024534515,0.02186919,10,39
0.082957598,0.00869553,5,40
0.063426909,0.012109925,6,40
0.050607177,0.015036276,7,40
0.039563215,0.017693026,8,40
0.029957825,0.020231036,9,40
0.024533886,0.021870954,10,40
0.082956989,0.008696469,5,41
0.063425977,0.012111166,6,41
0.050606226,0.015037724,7,41
0.039562365,0.017694615,8,41
0.02995708,0.020232747,9,41
0.024533258,0.021872718,10,41
0.082956609,0.008697409,5,42
0.06342521,0.012112407,6,42
0.050605274,0.015039172,7,42
0.039561514,0.017696205,8,42
0.029956336,0.020234458,9,42
0.024532629,0.021874482,10,42
0.082956345,0.008698349,5,43
0.063424461,0.012113648,6,43
0.050604405,0.015040621,7,43
0.039560663,0.017697794,8,43
0.029955591,0.020236169,9,43
0.024532001,0.021876246,10,43
0.082955637,0.008699288,5,44
0.063423607,0.012114889,6,44
0.050603454,0.015042069,7,44
0.039559812,0.017699383,8,44
0.029954847,0.02023788,9,44
0.024531372,0.02187801,10,44
0.082955117,0.008700228,5,45
0.063422753,0.01211613,6,45
0.050602503,0.015043517,7,45
0.039558961,0.017700973,8,45
0.029954102,0.020239591,9,45
0.024530744,0.021879774,10,45
0.08295464,0.008701168,5,46
0.063421927,0.012117371,6,46
0.050601552,0.015044965,7,46
0.03955811,0.017702562,8,46
0.029953358,0.020241303,9,46
0.024530115,0.021881538,10,46
0.082954057,0.008702107,5,47
0.063421003,0.012118612,6,47
0.050600601,0.015046413,7,47
0.03955726,0.017704151,8,47
0.029952613,0.020243014,9,47
0.024529487,0.021883302,10,47
0.082953584,0.008703047,5,48
0.063420196,0.012119853,6,48
0.050599731,0.015047862,7,48
0.039556409,0.017705741,8,48
0.029951869,0.020244725,9,48
0.024528858,0.021885066,10,48
0.08295346,0.008703987,5,49
0.063419538,0.012121095,6,49
0.050598983,0.01504931,7,49
0.039555558,0.01770733,8,49
0.029951125,0.020246436,9,49
0.02452823,0.02188683,10,49
0.082953049,0.008704927,5,50
0.063418647,0.012122336,6,50
0.050598108,0.015050758,7,50
0.039554707,0.01770892,8,50
0.02995038,0.020248147,9,50
0.024527602,0.021888594,10,50
0.082952427,0.008705867,5,51
0.06341775,0.012123577,6,51
0.050597157,0.015052206,7,51
0.039553857,0.017710509,8,51
0.029949636,0.020249859,9,51
0.024526973,0.021890358,10,51
0.082952185,0.008706807,5,52
0.063416978,0.012124818,6,52
0.050596283,0.015053655,7,52
0.039553006,0.017712098,8,52
0.029948892,0.02025157,9,52
0.024526345,0.021892122,10,52
0.08295194,0.008707746,5,53
0.063416356,0.012126059,6,53
0.050595332,0.015055103,7,53
0.039552156,0.017713688,8,53
0.029948148,0.020253281,9,53
0.024525717,0.021893886,10,53
0.082951596,0.008708686,5,54
0.063415676,0.012127301,6,54
0.050594381,0.015056551,7,54
0.039551305,0.017715277,8,54
0.029947404,0.020254992,9,54
0.024525089,0.02189565,10,54
0.063414967,0.012128542,6,55
0.05059343,0.015057999,7,55
0.039550455,0.017716866,8,55
0.02994666,0.020256703,9,55
0.024524461,0.021897414,10,55
0.082951495,0.008710566,5,56
0.063414334,0.012129783,6,56
0.050592561,0.015059448,7,56
0.039549604,0.017718456,8,56
0.029945916,0.020258414,9,56
0.024523833,0.021899178,10,56
0.082950867,0.008711506,5,57
0.063413403,0.012131025,6,57
0.050591611,0.015060896,7,57
0.039548754,0.017720045,8,57
0.029945172,0.020260125,9,57
0.024523205,0.021900942,10,57
0.08295049,0.008712446,5,58
0.063412639,0.012132266,6,58
0.050590781,0.015062344,7,58
0.039547903,0.017721635,8,58
0.029944428,0.020261837,9,58
0.024522577,0.021902706,10,58
0.082950181,0.008713386,5,59
0.063411861,0.012133507,6,59
0.050589831,0.015063793,7,59
0.039547053,0.017723224,8,59
0.029943684,0.020263548,9,59
0.024521949,0.02190447,10,59
0.082949802,0.008714327,5,60
0.063411071,0.012134749,6,60
0.05058888,0.015065241,7,60
0.039546203,0.017724814,8,60
0.02994294,0.020265259,9,60
0.024521321,0.021906233,10,60
0.082949069,0.008715267,5,61
0.063410147,0.01213599,6,61
0.050587929,0.015066689,7,61
0.039545352,0.017726403,8,61
0.029942196,0.02026697,9,61
0.024520693,0.021907997,10,61
0.082948618,0.008716207,5,62
0.063409283,0.012137232,6,62
0.050586979,0.015068138,7,62
0.039544502,0.017727993,8,62
0.029941452,0.020268681,9,62
0.024520065,0.021909761,10,62
0.082948235,0.008717147,5,63
0.063408669,0.012138473,6,63
0.050586028,0.015069586,7,63
0.039543652,0.017729582,8,63
0.029940709,0.020270393,9,63
0.024519437,0.021911525,10,63
0.082947851,0.008718087,5,64
0.063407876,0.012139715,6,64
0.050585159,0.015071035,7,64
0.039542802,0.017731172,8,64
0.029939965,0.020272104,9,64
0.024518809,0.021913289,10,64
0.082947354,0.008719028,5,65
0.063407045,0.012140956,6,65
0.050584345,0.015072484,7,65
0.039541952,0.017732762,8,65
0.029939221,0.020273815,9,65
0.024518182,0.021915054,10,65
0.082946767,0.008719968,5,66
0.063406261,0.012142198,6,66
0.050583395,0.015073932,7,66
0.039541102,0.017734351,8,66
0.029938478,0.020275527,9,66
0.024517554,0.021916818,10,66
0.082946225,0.008720908,5,67
0.06340533,0.01214344,6,67
0.050582444,0.015075381,7,67
0.039540251,0.017735941,8,67
0.029937734,0.020277238,9,67
0.024516926,0.021918582,10,67
0.082945653,0.008721849,5,68
0.063404556,0.012144681,6,68
0.050581575,0.01507683,7,68
0.039539401,0.017737531,8,68
0.02993699,0.02027895,9,68
0.024516299,0.021920346,10,68
0.082945209,0.00872279,5,69
0.063403665,0.012145923,6,69
0.050580625,0.015078279,7,69
0.039538551,0.017739121,8,69
0.029936247,0.020280661,9,69
0.024515671,0.02192211,10,69
0.082944496,0.00872373,5,70
0.063402734,0.012147165,6,70
0.050579819,0.015079728,7,70
0.039537701,0.017740711,8,70
0.029935503,0.020282372,9,70
0.024515043,0.021923874,10,70
0.082943997,0.008724671,5,71
0.063402057,0.012148407,6,71
0.050578992,0.015081177,7,71
0.039536851,0.017742301,8,71
0.02993476,0.020284084,9,71
0.024514416,0.021925639,10,71
0.082943417,0.008725612,5,72
0.063401161,0.012149649,6,72
0.050578041,0.015082626,7,72
0.039536001,0.017743891,8,72
0.029934016,0.020285796,9,72
0.024513788,0.021927403,10,72
0.082942836,0.008726552,5,73
0.063400297,0.012150891,6,73
0.05057709,0.015084075,7,73
0.039535151,0.017745481,8,73
0.029933273,0.020287507,9,73
0.024513161,0.021929167,10,73
0.082942127,0.008727493,5,74
0.063399406,0.012152133,6,74
0.05057614,0.015085524,7,74
0.039534301,0.017747071,8,74
0.029932529,0.020289219,9,74
0.024512533,0.021930932,10,74
0.082941416,0.008728434,5,75
0.063398572,0.012153375,6,75
0.050575265,0.015086973,7,75
0.039533451,0.017748661,8,75
0.029931786,0.020290931,9,75
0.024511906,0.021932696,10,75
0.082940875,0.008729375,5,76
0.063397641,0.012154618,6,76
0.050574314,0.015088423,7,76
0.039532601,0.017750251,8,76
0.029931043,0.020292642,9,76
0.024511278,0.021934461,10,76
0.08294023,0.008730316,5,77
0.063396836,0.01215586,6,77
0.050573364,0.015089872,7,77
0.039531751,0.017751841,8,77
0.029930299,0.020294354,9,77
0.024510651,0.021936225,10,77
0.082940092,0.008731257,5,78
0.063396057,0.012157102,6,78
0.050572413,0.015091321,7,78
0.039530901,0.017753431,8,78
0.029929556,0.020296066,9,78
0.024510023,0.021937989,10,78
0.082939779,0.008732198,5,79
0.06339528,0.012158344,6,79
0.050571623,0.015092771,7,79
0.039530051,0.017755022,8,79
0.029928813,0.020297778,9,79
0.024509396,0.021939754,10,79
0.082939409,0.008733139,5,80
0.063394356,0.012159587,6,80
0.050570672,0.01509422,7,80
0.039529202,0.017756612,8,80
0.02992807,0.020299489,9,80
0.024508768,0.021941518,10,80
0.082939205,0.00873408,5,81
0.06339373,0.012160829,6,81
0.050569891,0.015095669,7,81
0.039528352,0.017758202,8,81
0.029927326,0.020301201,9,81
0.024508141,0.021943283,10,81
0.082938453,0.008735021,5,82
0.063392885,0.012162071,6,82
0.050568941,0.015097118,7,82
0.039527502,0.017759792,8,82
0.029926583,0.020302913,9,82
0.024507514,0.021945047,10,82
0.08293785,0.008735962,5,83
0.063391993,0.012163314,6,83
0.050568067,0.015098568,7,83
0.039526652,0.017761382,8,83
0.02992584,0.020304624,9,83
0.024506886,0.021946811,10,83
0.08293745,0.008736903,5,84
0.063391129,0.012164556,6,84
0.050567192,0.015100017,7,84
0.039525803,0.017762972,8,84
0.029925097,0.020306336,9,84
0.024506259,0.021948576,10,84
0.082936924,0.008737844,5,85
0.063390424,0.012165799,6,85
0.050566464,0.015101466,7,85
0.039524953,0.017764562,8,85
0.029924354,0.020308048,9,85
0.024505632,0.02195034,10,85
0.082936196,0.008738786,5,86
0.063389657,0.012167041,6,86
0.05056559,0.015102916,7,86
0.039524103,0.017766153,8,86
0.029923611,0.020309759,9,86
0.024505005,0.021952104,10,86
0.08293582,0.008739727,5,87
0.063388812,0.012168284,6,87
0.05056464,0.015104365,7,87
0.039523254,0.017767743,8,87
0.029922868,0.020311471,9,87
0.024504378,0.021953868,10,87
0.082935241,0.008740668,5,88
0.063388056,0.012169526,6,88
0.050563689,0.015105814,7,88
0.039522404,0.017769333,8,88
0.029922125,0.020313183,9,88
0.02450375,0.021955633,10,88
0.082934793,0.008741609,5,89
0.063387125,0.012170769,6,89
0.050562739,0.015107264,7,89
0.039521554,0.017770923,8,89
0.029921382,0.020314895,9,89
0.024503123,0.021957397,10,89
0.082934365,0.00874255,5,90
0.063386362,0.012172012,6,90
0.050561789,0.015108713,7,90
0.039520705,0.017772514,8,90
0.029920639,0.020316606,9,90
0.024502496,0.021959162,10,90
0.082933866,0.008743492,5,91
0.063385878,0.012173254,6,91
0.050560915,0.015110163,7,91
0.039519855,0.017774104,8,91
0.029919896,0.020318318,9,91
0.024501869,0.021960926,10,91
0.082933057,0.008744433,5,92
0.063384947,0.012174497,6,92
0.050559964,0.015111612,7,92
0.039519006,0.017775694,8,92
0.029919154,0.02032003,9,92
0.024501242,0.02196269,10,92
0.082932869,0.008745374,5,93
0.063384016,0.01217574,6,93
0.050559014,0.015113062,7,93
0.039518156,0.017777284,8,93
0.029918411,0.020321742,9,93
0.024500615,0.021964455,10,93
0.082932495,0.008746316,5,94
0.063383287,0.012176983,6,94
0.050558219,0.015114511,7,94
0.039517307,0.017778875,8,94
0.029917668,0.020323453,9,94
0.024499988,0.021966219,10,94
0.082931862,0.008747257,5,95
0.063382486,0.012178225,6,95
0.050557269,0.015115961,7,95
0.039516458,0.017780465,8,95
0.029916926,0.020325165,9,95
0.024499362,0.021967983,10,95
0.082931181,0.008748198,5,96
0.063381563,0.012179468,6,96
0.050556395,0.015117411,7,96
0.039515608,0.017782055,8,96
0.029916183,0.020326877,9,96
0.024498735,0.021969748,10,96
0.082930784,0.00874914,5,97
0.063380839,0.012180711,6,97
0.050555445,0.01511886,7,97
0.039514759,0.017783646,8,97
0.02991544,0.020328589,9,97
0.024498108,0.021971512,10,97
0.082930242,0.008750081,5,98
0.063380013,0.012181954,6,98
0.050554495,0.01512031,7,98
0.03951391,0.017785236,8,98
0.029914698,0.0203303,9,98
0.024497481,0.021973277,10,98
0.08292994,0.008751023,5,99
0.063379082,0.012183197,6,99
0.050553545,0.01512176,7,99
0.03951306,0.017786827,8,99
0.029913955,0.020332012,9,99
0.024496854,0.021975041,10,99
0.082929485,0.008751965,5,100
0.06337838,0.01218444,6,100
0.050552595,0.015123209,7,100
0.039512211,0.017788417,8,100
0.029913213,0.020333724,9,100
0.024496228,0.021976806,10,100
0.082929038,0.008752906,5,101
0.063377449,0.012185683,6,101
0.050551644,0.015124659,7,101
0.039511362,0.017790008,8,101
0.02991247,0.020335436,9,101
0.024495601,0.02197857,10,101
0.082928647,0.008753848,5,102
0.063376655,0.012186926,6,102
0.050550777,0.015126109,7,102
0.039510513,0.017791598,8,102
0.029911728,0.020337148,9,102
0.024494975,0.021980335,10,102
0.082927849,0.00875479,5,103
0.063375724,0.012188169,6,103
0.050549903,0.015127559,7,103
0.039509664,0.017793189,8,103
0.029910986,0.02033886,9,103
0.024494348,0.021982099,10,103
0.08292719,0.008755732,5,104
0.063374833,0.012189412,6,104
0.050548953,0.015129009,7,104
0.039508815,0.017794779,8,104
0.029910244,0.020340572,9,104
0.024493721,0.021983863,10,104
0.082926737,0.008756674,5,105
0.063374089,0.012190655,6,105
0.050548156,0.015130459,7,105
0.039507966,0.01779637,8,105
0.029909501,0.020342284,9,105
0.024493095,0.021985628,10,105
0.082926429,0.008757616,5,106
0.063373503,0.012191898,6,106
0.050547206,0.015131909,7,106
0.039507117,0.01779796,8,106
0.029908759,0.020343995,9,106
0.024492468,0.021987392,10,106
0.082925873,0.008758557,5,107
0.063372607,0.012193142,6,107
0.050546256,0.015133359,7,107
0.039506268,0.017799551,8,107
0.029908017,0.020345707,9,107
0.024491842,0.021989157,10,107
0.082925355,0.008759499,5,108
0.063371676,0.012194385,6,108
0.050545414,0.015134809,7,108
0.039505419,0.017801142,8,108
0.029907275,0.020347419,9,108
0.024491215,0.021990921,10,108
0.082925103,0.008760441,5,109
0.063370941,0.012195628,6,109
0.050544641,0.015136259,7,109
0.03950457,0.017802732,8,109
0.029906532,0.020349131,9,109
0.024490589,0.021992686,10,109
0.082924771,0.008761383,5,110
0.063370242,0.012196872,6,110
0.050543899,0.015137709,7,110
0.039503721,0.017804323,8,110
0.02990579,0.020350843,9,110
0.024489963,0.02199445,10,110
0.082924244,0.008762325,5,111
0.063369565,0.012198115,6,111
0.050543031,0.015139159,7,111
0.039502872,0.017805914,8,111
0.029905048,0.020352555,9,111
0.024489336,0.021996215,10,111
0.082923766,0.008763267,5,112
0.063368765,0.012199358,6,112
0.050542081,0.015140609,7,112
0.039502023,0.017807505,8,112
0.029904306,0.020354267,9,112
0.02448871,0.02199798,10,112
0.082923221,0.00876421,5,113
0.063367899,0.012200602,6,113
0.050541131,0.015142059,7,113
0.039501174,0.017809096,8,113
0.029903564,0.02035598,9,113
0.024488084,0.021999745,10,113
0.082922554,0.008765152,5,114
0.063367008,0.012201846,6,114
0.050540181,0.01514351,7,114
0.039500325,0.017810687,8,114
0.029902822,0.020357692,9,114
0.024487457,0.022001509,10,114
0.082921945,0.008766094,5,115
0.063366077,0.012203089,6,115
0.050539308,0.01514496,7,115
0.039499476,0.017812278,8,115
0.02990208,0.020359404,9,115
0.024486831,0.022003274,10,115
0.082921647,0.008767036,5,116
0.063365606,0.012204333,6,116
0.050538358,0.015146411,7,116
0.039498628,0.017813869,8,116
0.029901338,0.020361117,9,116
0.024486205,0.022005039,10,116
0.082921262,0.008767979,5,117
0.063364849,0.012205577,6,117
0.050537408,0.015147861,7,117
0.039497779,0.01781546,8,117
0.029900597,0.020362829,9,117
0.024485579,0.022006804,10,117
0.08292097,0.008768921,5,118
0.063364145,0.01220682,6,118
0.05053654,0.015149311,7,118
0.03949693,0.017817051,8,118
0.029899855,0.020364541,9,118
0.024484953,0.022008569,10,118
0.082920578,0.008769864,5,119
0.063363279,0.012208064,6,119
0.050535591,0.015150762,7,119
0.039496082,0.017818642,8,119
0.029899113,0.020366253,9,119
0.024484327,0.022010333,10,119
0.082920276,0.008770806,5,120
0.063362412,0.012209308,6,120
0.050534641,0.015152212,7,120
0.039495233,0.017820233,8,120
0.029898371,0.020367966,9,120
0.024483701,0.022012098,10,120
0.082920075,0.008771749,5,121
0.063361623,0.012210552,6,121
0.050533773,0.015153663,7,121
0.039494384,0.017821824,8,121
0.02989763,0.020369678,9,121
0.024483075,0.022013863,10,121
0.063361022,0.012211795,6,122
0.050532824,0.015155113,7,122
0.039493536,0.017823415,8,122
0.029896888,0.02037139,9,122
0.024482449,0.022015628,10,122
0.082919747,0.008773634,5,123
0.063360245,0.012213039,6,123
0.050532011,0.015156564,7,123
0.039492687,0.017825006,8,123
0.029896146,0.020373102,9,123
0.024481823,0.022017392,10,123
0.082919302,0.008774577,5,124
0.063359315,0.012214283,6,124
0.050531061,0.015158014,7,124
0.039491839,0.017826597,8,124
0.029895405,0.020374815,9,124
0.024481197,0.022019157,10,124
0.082919041,0.00877552,5,125
0.063358532,0.012215527,6,125
0.050530194,0.015159465,7,125
0.03949099,0.017828188,8,125
0.029894663,0.020376527,9,125
0.024480571,0.022020922,10,125
0.082918667,0.008776462,5,126
0.063357963,0.012216771,6,126
0.050529611,0.015160916,7,126
0.039490142,0.01782978,8,126
0.029893922,0.020378239,9,126
0.024479945,0.022022687,10,126
0.082918426,0.008777405,5,127
0.063357186,0.012218015,6,127
0.050528661,0.015162366,7,127
0.039489294,0.017831371,8,127
0.029893181,0.020379952,9,127
0.024479319,0.022024452,10,127
0.082917902,0.008778348,5,128
0.06335629,0.012219259,6,128
0.050527712,0.015163817,7,128
0.039488445,0.017832962,8,128
0.029892439,0.020381664,9,128
0.024478694,0.022026217,10,128
0.082917626,0.008779291,5,129
0.06335536,0.012220503,6,129
0.050526762,0.015165268,7,129
0.039487597,0.017834553,8,129
0.029891698,0.020383377,9,129
0.024478068,0.022027982,10,129
0.082916908,0.008780234,5,130
0.063354429,0.012221747,6,130
0.050525813,0.015166719,7,130
0.039486749,0.017836145,8,130
0.029890957,0.020385089,9,130
0.024477442,0.022029747,10,130
0.063353499,0.012222991,6,131
0.05052494,0.01516817,7,131
0.0394859,0.017837736,8,131
0.029890215,0.020386802,9,131
0.024476817,0.022031512,10,131
0.082916433,0.00878212,5,132
0.063352608,0.012224235,6,132
0.050524067,0.015169621,7,132
0.039485052,0.017839328,8,132
0.029889474,0.020388514,9,132
0.024476191,0.022033277,10,132
0.08291573,0.008783064,5,133
0.063351686,0.01222548,6,133
0.050523254,0.015171072,7,133
0.039484204,0.01784092,8,133
0.029888733,0.020390227,9,133
0.024475566,0.022035042,10,133
0.082915678,0.008784007,5,134
0.06335105,0.012226725,6,134
0.050522304,0.015172524,7,134
0.039483356,0.017842511,8,134
0.029887992,0.02039194,9,134
0.02447494,0.022036808,10,134
0.063350532,0.01222797,6,135
0.050521437,0.015173975,7,135
0.039482507,0.017844103,8,135
0.02988725,0.020393653,9,135
0.024474314,0.022038574,10,135
0.082915304,0.008785894,5,136
0.063349609,0.012229214,6,136
0.050520487,0.015175427,7,136
0.039481659,0.017845696,8,136
0.029886509,0.020395366,9,136
0.024473689,0.022040339,10,136
0.082914699,0.008786838,5,137
0.063348686,0.012230459,6,137
0.050519538,0.015176879,7,137
0.039480811,0.017847288,8,137
0.029885768,0.02039708,9,137
0.024473063,0.022042105,10,137
0.082914119,0.008787782,5,138
0.063347822,0.012231704,6,138
0.050518588,0.01517833,7,138
0.039479963,0.01784888,8,138
0.029885027,0.020398793,9,138
0.024472438,0.022043871,10,138
0.082913857,0.008788726,5,139
0.063347102,0.01223295,6,139
0.050517715,0.015179782,7,139
0.039479115,0.017850472,8,139
0.029884286,0.020400506,9,139
0.024471813,0.022045636,10,139
0.082913399,0.00878967,5,140
0.06334628,0.012234195,6,140
0.050516887,0.015181234,7,140
0.039478266,0.017852064,8,140
0.029883545,0.020402219,9,140
0.024471187,0.022047402,10,140
0.082913049,0.008790614,5,141
0.06334556,0.01223544,6,141
0.050515938,0.015182686,7,141
0.039477418,0.017853657,8,141
0.029882804,0.020403933,9,141
0.024470562,0.022049168,10,141
0.082912936,0.008791558,5,142
0.063344815,0.012236685,6,142
0.050514988,0.015184138,7,142
0.03947657,0.017855249,8,142
0.029882063,0.020405646,9,142
0.024469936,0.022050934,10,142
0.08291243,0.008792502,5,143
0.063343989,0.01223793,6,143
0.050514038,0.01518559,7,143
0.039475722,0.017856841,8,143
0.029881322,0.020407359,9,143
0.024469311,0.0220527,10,143
0.082912346,0.008793447,5,144
0.063343375,0.012239175,6,144
0.050513225,0.015187042,7,144
0.039474874,0.017858434,8,144
0.029880581,0.020409073,9,144
0.024468686,0.022054465,10,144
0.082911639,0.008794391,5,145
0.063342554,0.01224042,6,145
0.050512276,0.015188494,7,145
0.039474026,0.017860026,8,145
0.029879841,0.020410786,9,145
0.024468061,0.022056231,10,145
0.082911117,0.008795335,5,146
0.063341632,0.012241666,6,146
0.050511326,0.015189946,7,146
0.039473178,0.017861618,8,146
0.0298791,0.020412499,9,146
0.024467436,0.022057997,10,146
